created_at,favorite_count,full_text,clean_text,aspect,sentiment
Tue Jan 31 13:18:34 +0000 2023,3,@OngisnadeNet Untuk sekarang lebih baik diam protes ke manajemen malah kita suruh lawan preman FC protes ke polisi ga digubris gaya bebas dipenjara. oh sulitnya mencari keadilan.,@ongisnadenet untuk sekarang lebih baik diam protes ke manajemen malah kita suruh lawan preman fc protes ke polisi ga digubris gaya bebas dipenjara. oh sulitnya mencari keadilan.,hukum,negative
Tue Jan 31 13:20:20 +0000 2023,3,Polisi Klaim Amankan Bendera Identik Anarko di Aksi Ricuh Aremania https://t.co/3jHs0eoPhR,polisi klaim amankan bendera identik anarko di aksi ricuh aremania,kinerja,neutral
Tue Jan 31 13:24:15 +0000 2023,3,@democrazymedia Apakah polisi punya hak menangkap urusan khilafiah nanti yang gak qunut juga dilaporin semakin aneh2 aja.,@democrazymedia apakah polisi punya hak menangkap urusan khilafiah nanti yang gak qunut juga dilaporin semakin aneh aja.,kinerja,negative
Tue Jan 31 14:20:45 +0000 2023,3,@nazaqistsha @mohmahfudmd Btw pak gambar ini cocok sama kejadian purnawirawan polisi yg nabrak mahasiswa ui sampe tewas sama polisinya disuruh damai karna pihak korban tewas itu lemah dan dikasih hadiah dijadikan tersangka. Mau minta keadilan pak? Minta..minta..Beli!!,@nazaqistsha @mohmahfudmd btw pak gambar ini cocok sama kejadian purnawirawan polisi yg nabrak mahasiswa ui sampe tewas sama polisinya disuruh damai karna pihak korban tewas itu lemah dan dikasih hadiah dijadikan tersangka. mau minta keadilan pak? minta..minta..beli!!,etika,negative
Tue Jan 31 15:12:37 +0000 2023,3, lo jurusan apa? ilpol ilmu polisi? HWAAAA,lo jurusan apa? ilpol ilmu polisi? hwaaaa,lainnya,neutral
Tue Jan 31 15:13:15 +0000 2023,3,@ch_chotimah2 @erickthohir Alhamdulillah klo sudah terlaksana ceramah ustadz felix klopun seperti klian tuduh knapa tidak laporkan ke polisi... Klo salah tuduh fitnah hoax berarti kalian golongan intoleran yng suka perpecahan di NKRI ini,@ch_chotimah @erickthohir alhamdulillah klo sudah terlaksana ceramah ustadz felix klopun seperti klian tuduh knapa tidak laporkan ke polisi... klo salah tuduh fitnah hoax berarti kalian golongan intoleran yng suka perpecahan di nkri ini,hukum,neutral
Tue Jan 31 15:33:16 +0000 2023,3,Polisi Temukan Kebun Ganja di Kawasan Cagar Wisata Situ Cangkuang Garut - https://t.co/ituw9MlMVn,polisi temukan kebun ganja di kawasan cagar wisata situ cangkuang garut -,kinerja,neutral
Tue Jan 31 15:54:19 +0000 2023,3,@p3n7l7h Halo @CCICPolri pak polisi apa ngk pgn tau muka @omarmoyo963 ini? https://t.co/QORlNF6Gde,@pnlh halo @ccicpolri pak polisi apa ngk pgn tau muka @omarmoyo ini?,lainnya,neutral
Tue Jan 31 18:03:07 +0000 2023,3,@Thitipan_Mafia Mungkin ga si sumpil ini jadi salah satu pemicu tragedi kanjuruhan seperti polisi yang bersangkutan di lapangan?,@thitipan_mafia mungkin ga si sumpil ini jadi salah satu pemicu tragedi kanjuruhan seperti polisi yang bersangkutan di lapangan?,citra,negative
Tue Jan 31 18:15:51 +0000 2023,3,@BimLug13k @ekowboy2 Wwooooooiiiii Eko The Real Buzzer !!!... tuh kata Polisi,@bimlugk @ekowboy wwooooooiiiii eko the real buzzer !!!... tuh kata polisi,etika,neutral
Tue Jan 31 23:55:27 +0000 2023,3,@OngisnadeNet raimuu asuuu ngilingi awal tragedi sing di presss polisi saiki dibelaniii,@ongisnadenet raimuu asuuu ngilingi awal tragedi sing di presss polisi saiki dibelaniii,lainnya,negative
Sun Mar 30 22:59:53 +0000 2025,3,@yaniarsim SIM STNK online ada apa2 ada Damkar mo nanya apa2 ada Satpam BCA. ada traffic light polisi tidur marka jalan. Kayaknya kita baik2 aja ,@yaniarsim sim stnk online ada apa ada damkar mo nanya apa ada satpam bca. ada traffic light polisi tidur marka jalan. kayaknya kita baik aja,lainnya,neutral
Mon Jan 30 15:29:41 +0000 2023,2,Tribun Jogja - Polisi Makin Gencar Gelar Operasi Knalpot Brong di Sleman https://t.co/0UlvMXmqZn,tribun jogja - polisi makin gencar gelar operasi knalpot brong di sleman,kinerja,neutral
Mon Jan 30 15:48:05 +0000 2023,2,@kurawa Dalam masalah seperti ini orang yg menuduh bawa bukti ke polisi atau KPK bukan membuat opini. Goblok lho,@kurawa dalam masalah seperti ini orang yg menuduh bawa bukti ke polisi atau kpk bukan membuat opini. goblok lho,hukum,neutral
Mon Jan 30 16:01:40 +0000 2023,2,Gaji komisaris polisi berapa? Sedan Audi A6 berapa harganya? Berapa biaya seorang laki-laki jika memiliki pasangan lebih dari dua orang? Terlalu banyak pertanyaan.,gaji komisaris polisi berapa? sedan audi a berapa harganya? berapa biaya seorang laki-laki jika memiliki pasangan lebih dari dua orang? terlalu banyak pertanyaan.,citra,neutral
Mon Jan 30 16:04:43 +0000 2023,2,@iwanalidarmawan @Hadisuwondo5 @ListyoSigitP Pak polisi pangkatnya apa kok punya mobil mewah...war biasa ,@iwanalidarmawan @hadisuwondo @listyosigitp pak polisi pangkatnya apa kok punya mobil mewah...war biasa,citra,negative
Mon Jan 30 16:11:14 +0000 2023,2,Polisi Senin (30/1) mengatakan sebuah perusahaan lokal diketahui menjual bahan kimia kelas industri sebagai bahan kimia kelas farmasi. untuk pembuatan sirop obat batuk yg dicurigai pihak berwenang menyebabkan kematian lebih dari 200 anak di tanah air. https://t.co/tXw51GUoRk,polisi senin (/) mengatakan sebuah perusahaan lokal diketahui menjual bahan kimia kelas industri sebagai bahan kimia kelas farmasi. untuk pembuatan sirop obat batuk yg dicurigai pihak berwenang menyebabkan kematian lebih dari anak di tanah air.,kinerja,neutral
Mon Jan 30 16:22:03 +0000 2023,2,@jajaaziz2 @ivas_1983 Mungkin mmg itu term dalam polisi. Mungkin ya. Check balik polisi. Saya cakap based on apa yg saya tahu sebagai agent.,@jajaaziz @ivas_ mungkin mmg itu term dalam polisi. mungkin ya. check balik polisi. saya cakap based on apa yg saya tahu sebagai agent.,citra,neutral
Mon Jan 30 16:29:06 +0000 2023,2,@alisyarief @ListyoSigitP @CCICPolri @mohmahfudmd akun @alisyarief ini sdh berkali² nyinyir terus soal keaslian ijazah Jokowi dan ini jelas. Framing spti mau adu domba yg pro dan kontra Jokowi Pak Listyo : polisi apa hrs diam² aja.. tindak dong.. cc @jokowi,@alisyarief @listyosigitp @ccicpolri @mohmahfudmd akun @alisyarief ini sdh berkali2 nyinyir terus soal keaslian ijazah jokowi dan ini jelas. framing spti mau adu domba yg pro dan kontra jokowi pak listyo : polisi apa hrs diam2 aja.. tindak dong.. cc @jokowi,citra,neutral
Mon Jan 30 16:46:59 +0000 2023,2,Kenapa ya ga lapor polisi aja,kenapa ya ga lapor polisi aja,hukum,neutral
Mon Jan 30 16:50:43 +0000 2023,2,Hasya Mahasiswa UI Sudah Meninggal Jadi Tersangka Polisi Tak Punya Empati https://t.co/S1KPZSc3y2,hasya mahasiswa ui sudah meninggal jadi tersangka polisi tak punya empati,hukum,negative
Mon Jan 30 16:51:13 +0000 2023,2,Warganet Soroti Kasus Mahasiswi Cianjur: Colek Kapolri Sentil Polisi Punya Istri Dua https://t.co/ShHHR8NRjo,warganet soroti kasus mahasiswi cianjur: colek kapolri sentil polisi punya istri dua,etika,neutral
Mon Jan 30 17:10:14 +0000 2023,2,@OposisiCerdas Hmm...hallo pa polisi...baru diduga nyuri sawit ko main tembak z. bukankah itu mlanggar HAM?!! Tembaklh pencuri uang rakyat n para koruptor!!!,@oposisicerdas hmm...hallo pa polisi...baru diduga nyuri sawit ko main tembak z. bukankah itu mlanggar ham?!! tembaklh pencuri uang rakyat n para koruptor!!!,hukum,negative
Mon Jan 30 17:18:59 +0000 2023,2,Karena Video ini bapak ini akan di Polisi kan oleh Kades dan perangkatnya. Bantu UP.,karena video ini bapak ini akan di polisi kan oleh kades dan perangkatnya. bantu up.,hukum,neutral
Mon Jan 30 17:26:04 +0000 2023,2,@geloraco POLISI MENEMBAK HINGGA KORBAN MENINGGAL .... AKIBATNYA RUGI MENCAPAI 3M ....,@geloraco polisi menembak hingga korban meninggal .... akibatnya rugi mencapai m ....,etika,negative
Mon Jan 30 17:41:27 +0000 2023,2,Anggota Polsek Kejobong melaksanakan patroli dan menghimbau pemuda yang nongkrong sampai larut malam agar segera pulang ke rumah demi keamanan bersama Selasa (31/01/23) #polrespurbalingga #humaspolrespurbalingga #polisi_indonesia #polisirepublikindonesia #polisiindonesia https://t.co/rdfyWmkLNz,anggota polsek kejobong melaksanakan patroli dan menghimbau pemuda yang nongkrong sampai larut malam agar segera pulang ke rumah demi keamanan bersama selasa (//) #polrespurbalingga #humaspolrespurbalingga #polisi_indonesia #polisirepublikindonesia #polisiindonesia,kinerja,neutral
Mon Jan 30 18:36:50 +0000 2023,2,@POG_94 @txtdrberseragam kalo untuk lucu lucuan si coba aja bintara polisi yang baru ditempatkan tugas selepas pendidikan nonjok tamtama tni yang baru masuk batalyon wkwkwkw,@pog_ @txtdrberseragam kalo untuk lucu lucuan si coba aja bintara polisi yang baru ditempatkan tugas selepas pendidikan nonjok tamtama tni yang baru masuk batalyon wkwkwkw,lainnya,neutral
Mon Jan 30 19:28:18 +0000 2023,2,ia berkicau kala itu sampai-sampai Lieus pernah ditangkap polisi lantaran menyebarkan berita bohong dan melakukan makar. Nah hebatnya si Lieus ini dia bisa diterima oleh kelompok 212. Ia terlihat beberapa kali hadir di aksi 212 serta sering bersama Rizieq. Fotonya dengan Big,ia berkicau kala itu sampai-sampai lieus pernah ditangkap polisi lantaran menyebarkan berita bohong dan melakukan makar. nah hebatnya si lieus ini dia bisa diterima oleh kelompok . ia terlihat beberapa kali hadir di aksi serta sering bersama rizieq. fotonya dengan big,hukum,neutral
Mon Jan 30 21:24:09 +0000 2023,2,@DikibulinMas @txtdrberseragam Saya ga bela polisi. Tapi ini salah hakimnya. Hakim yang putusin bersalah atau tidaknya seseorang yang terjerat pidana.,@dikibulinmas @txtdrberseragam saya ga bela polisi. tapi ini salah hakimnya. hakim yang putusin bersalah atau tidaknya seseorang yang terjerat pidana.,lainnya,neutral
Mon Jan 30 23:51:16 +0000 2023,2,@SantorinisSun Yg membantah isteri polisi mmg ahlinya kalau soal jaga MARWAH HARKAT DAN MARTABAT sesama,@santorinissun yg membantah isteri polisi mmg ahlinya kalau soal jaga marwah harkat dan martabat sesama,citra,neutral
Mon Jan 30 23:59:21 +0000 2023,2,Tak hanya itu Tai harus mengganti namanya dan berdiam diri dalam waktu yang lama karena memiliki wajah yang sama dengan Tai dari Dunia 1 yang meninggal dunia dan merupakan pembunuh yang dikejar polisi. https://t.co/y4dO24oESq,tak hanya itu tai harus mengganti namanya dan berdiam diri dalam waktu yang lama karena memiliki wajah yang sama dengan tai dari dunia yang meninggal dunia dan merupakan pembunuh yang dikejar polisi.,lainnya,neutral
Mon Mar 31 11:17:12 +0000 2025,2,@tamrintomagola Turut ptihatin buat kamu sekeluarga. Sebenernya memang sudah ada peraturannya bahkan aku juga sangat terganggu dengan toa masjid yg digunakan selain adzan belum lagi anak yg main mercon lempar sembarangan. Kalau aku tegur secara personal kalau ga mempan lapor isilop.,@tamrintomagola turut ptihatin buat kamu sekeluarga. sebenernya memang sudah ada peraturannya bahkan aku juga sangat terganggu dengan toa masjid yg digunakan selain adzan belum lagi anak yg main mercon lempar sembarangan. kalau aku tegur secara personal kalau ga mempan lapor isilop.,hukum,positive
Mon Mar 31 12:26:45 +0000 2025,2,@salimwijaya_ @NoiseClicked Proxy-nya perwira tinggi isilop Konoha pastinya yg mana perwira tinggi ini related dg bandar judol dan bandar judol ini kroninya penguasa sebelumnya yg mentri informatika Darto helm yg harus setoran ke raja oslo buat berkuasa dan manipulasi pemilu #teorimabuk,@salimwijaya_ @noiseclicked proxy-nya perwira tinggi isilop konoha pastinya yg mana perwira tinggi ini related dg bandar judol dan bandar judol ini kroninya penguasa sebelumnya yg mentri informatika darto helm yg harus setoran ke raja oslo buat berkuasa dan manipulasi pemilu #teorimabuk,citra,negative
Sun Mar 30 08:16:56 +0000 2025,2,@bacottetanggaid Nggak perlu pintar dan pemberani untuk jadi isilop. Cukup punya hepeng untuk memenuhi kuota yg diminta.,@bacottetanggaid nggak perlu pintar dan pemberani untuk jadi isilop. cukup punya hepeng untuk memenuhi kuota yg diminta.,citra,negative
Sun Mar 30 09:03:22 +0000 2025,2,@mhuseinali Tp ky gini ga cuma isilop aja si yg harus dipertanyakan. Guru pun sama tetangga + temen TK-SD dia ini ketinggalan mulu nggak se SMP soalnya nilai dia kureng di sekolah fav btw aku smp th 2008 masih pake nem eh skrg dah jadi guru SD dong,@mhuseinali tp ky gini ga cuma isilop aja si yg harus dipertanyakan. guru pun sama tetangga + temen tk-sd dia ini ketinggalan mulu nggak se smp soalnya nilai dia kureng di sekolah fav btw aku smp th masih pake nem eh skrg dah jadi guru sd dong,lainnya,neutral
Sun Mar 30 12:47:35 +0000 2025,2,@ObiWan_Catnobi Isilop sama laler ijo jan dikasih ampun,@obiwan_catnobi isilop sama laler ijo jan dikasih ampun,citra,negative
Tue Jan 31 11:53:37 +0000 2023,2,@Tita83079013 KAFIR HARBI Nanti Kalo Dibales Ada Yg Nyerang Agama Luh Lapor Polisi dah,@tita kafir harbi nanti kalo dibales ada yg nyerang agama luh lapor polisi dah,hukum,neutral
Tue Jan 31 11:56:55 +0000 2023,2,POLISI SAHABAT SEKOLAH Hadir di hadapan 1000 siswa SMA Negeri 1 Tampaksiring (Taksu) Kapolsek Tampaksiring AKP GEDE ENDRAWAN SH MH. didampingi bapak kepala sekolah dan dewan guru hadir dengan beribu pesan yang bertajuk Menuju generasi emas di masa mendatang . https://t.co/xtI4F5aqHQ,polisi sahabat sekolah hadir di hadapan siswa sma negeri tampaksiring (taksu) kapolsek tampaksiring akp gede endrawan sh mh. didampingi bapak kepala sekolah dan dewan guru hadir dengan beribu pesan yang bertajuk menuju generasi emas di masa mendatang .,kinerja,positive
Tue Jan 31 12:11:31 +0000 2023,2,Anggota Polsek Karangreja cek kondisi sungai Laban yang meluap hinga ke jalan di Kecamatan Karangjambu #polrespurbalingga #humaspolrespurbalingga #polisi_indonesia #polisirepublikindonesia #polisiindonesia https://t.co/ELixsMcLV9,anggota polsek karangreja cek kondisi sungai laban yang meluap hinga ke jalan di kecamatan karangjambu #polrespurbalingga #humaspolrespurbalingga #polisi_indonesia #polisirepublikindonesia #polisiindonesia,kinerja,neutral
Tue Jan 31 12:13:05 +0000 2023,2,@CNNIndonesia Masyarakat soal korup dan jahatnya polisi (seperti Sambo dll) : latih kejujuran dan iman,@cnnindonesia masyarakat soal korup dan jahatnya polisi (seperti sambo dll) : latih kejujuran dan iman,citra,negative
Tue Jan 31 12:15:21 +0000 2023,2,@liputan6dotcom Paling diminta uang parkir 2rb sampe dibelain ngamuk mentang2 anak dewan dikira kebal hukum kali kang parkir bisa lapor polisi psl penganiayaan dan polisi proses hukumnya jgn melihat dia anak anggota dewan hrs tegas,@liputandotcom paling diminta uang parkir rb sampe dibelain ngamuk mentang anak dewan dikira kebal hukum kali kang parkir bisa lapor polisi psl penganiayaan dan polisi proses hukumnya jgn melihat dia anak anggota dewan hrs tegas,hukum,neutral
Tue Jan 31 12:19:12 +0000 2023,2,Terkuak! Polisi Sebut Nur Penumpang Audi Istri Siri Kompol D https://t.co/AJIRZzGMAz,terkuak! polisi sebut nur penumpang audi istri siri kompol d,etika,negative
Tue Jan 31 12:19:42 +0000 2023,2,@mapenzix3 Beba peleka polisi,@mapenzix beba peleka polisi,lainnya,neutral
Tue Jan 31 12:22:10 +0000 2023,2,Mh Raisi @SuluhuSamia hicho kiti ulichopewa cha uraisi sio cha maneno maneno na maelekezo sasa nani akaangalie masuala ya Polisi kama sio wewe ¾ ya watendaji wa jeshi la POLISI unawateua wewe.Badilisha MFUMO MZIMA punguza kuongea ongeza VITENDO. https://t.co/RM5yQ3Nk2b,mh raisi @suluhusamia hicho kiti ulichopewa cha uraisi sio cha maneno maneno na maelekezo sasa nani akaangalie masuala ya polisi kama sio wewe 3/4 ya watendaji wa jeshi la polisi unawateua wewe.badilisha mfumo mzima punguza kuongea ongeza vitendo.,lainnya,neutral
Tue Jan 31 12:30:58 +0000 2023,2,@dearhaechan_ @ListyoSigitP @DivHumas_Polri @KomnasPerempuan Buka lg blokirannya nder trs kirim terkait uu ini dan ancem dia kalo kamu udh punya data lengkap dia dan udh punya bap ke pihak polisi biar mereka balik takut karena aku yakin lelaki bangsat manipulatif dan gashlighting gtcuma bisa ngancem dengan omongan² kosong cihhh najisss https://t.co/ZBAgPWd0rE,@dearhaechan_ @listyosigitp @divhumas_polri @komnasperempuan buka lg blokirannya nder trs kirim terkait uu ini dan ancem dia kalo kamu udh punya data lengkap dia dan udh punya bap ke pihak polisi biar mereka balik takut karena aku yakin lelaki bangsat manipulatif dan gashlighting gtcuma bisa ngancem dengan omongan2 kosong cihhh najisss,hukum,neutral
Tue Jan 31 12:40:15 +0000 2023,2,@UPIfess kalo aku dulu langsung ke kantor polisi aja. yg terdekat. terus minta formulir ke bni(biasanya di baak juga ada jd bisa sekalian isi lalu minta ttd) baru deh ke bni menyertakan surat dari kepolisian itu,@upifess kalo aku dulu langsung ke kantor polisi aja. yg terdekat. terus minta formulir ke bni(biasanya di baak juga ada jd bisa sekalian isi lalu minta ttd) baru deh ke bni menyertakan surat dari kepolisian itu,kinerja,neutral
Tue Jan 31 12:51:10 +0000 2023,2,Polisi Ungkap Peran 7 Tersangka Kasus Kerusuhan di Kantor Arema FC: Polresta Malang Kota Jawa Timur menetapkan tujuh orang tersangka terkait aksi unjuk rasa yang berujung pada perusakan Kantor Arema FC. https://t.co/iRoFDlnOUt,polisi ungkap peran tersangka kasus kerusuhan di kantor arema fc: polresta malang kota jawa timur menetapkan tujuh orang tersangka terkait aksi unjuk rasa yang berujung pada perusakan kantor arema fc.,kinerja,neutral
Tue Jan 31 12:56:53 +0000 2023,2,@KangmasTuki @KingTukijan @K1N6TUK174N Done . Makanya jangan suka main penjahat vs polisi king ,@kangmastuki @kingtukijan @kntukn done . makanya jangan suka main penjahat vs polisi king,lainnya,neutral
Tue Jan 31 13:10:05 +0000 2023,2,@Irwan2yah1 @DivHumas_Polri Mental lah lapot polisi ....,@irwanyah @divhumas_polri mental lah lapot polisi ....,lainnya,neutral
Tue Jan 31 13:13:27 +0000 2023,2,@Adi_8002 @vianratulangi @ListyoSigitP Ediannn polisi ujianmu terus menerus sampai bersih mungkin alam mulai bosan,@adi_ @vianratulangi @listyosigitp ediannn polisi ujianmu terus menerus sampai bersih mungkin alam mulai bosan,citra,negative
Tue Jan 31 13:14:20 +0000 2023,2,Polisi Ditemukan Tewas di Kantor Perwakilan Polres Kepulauan Seribu https://t.co/IeeeE7Nhag,polisi ditemukan tewas di kantor perwakilan polres kepulauan seribu,kinerja,neutral
Tue Jan 31 13:48:51 +0000 2023,2,@nichakuuu @rotirasasbubuu @Turu_450 @Slideshop1 @SeputarTetangga Sing butuh ke psikolog/psikiater iku sampeyan nek tak-sawang. Cobak itung ngetwit reply wis ping pirang puluh perkara curhate wong liya ndapuk polisi moral. Onok iku be'e ping sewidak jaran. Padahal sampeyan gak eruh critane gak ngrasakno larane.,@nichakuuu @rotirasasbubuu @turu_ @slideshop @seputartetangga sing butuh ke psikolog/psikiater iku sampeyan nek tak-sawang. cobak itung ngetwit reply wis ping pirang puluh perkara curhate wong liya ndapuk polisi moral. onok iku be'e ping sewidak jaran. padahal sampeyan gak eruh critane gak ngrasakno larane.,lainnya,neutral
Tue Jan 31 13:53:02 +0000 2023,2,Polisi Tetapkan 7 Orang Tersangka Demo Ricuh di Kantor Arema FC https://t.co/7BxDmgxJgO,polisi tetapkan orang tersangka demo ricuh di kantor arema fc,hukum,neutral
Tue Jan 31 13:59:58 +0000 2023,2,@mediobykgmedia Bila ada waktu dan kesempatan silakan berkenan hadir dalam acara twitter space besok malam dengan narsum komisi III DPR RI dan pengacara keluarga korban mahasiswa UI yg ditabrak dan dijadikan tersangka oleh polisi terimakasih https://t.co/3riY4jWS04,@mediobykgmedia bila ada waktu dan kesempatan silakan berkenan hadir dalam acara twitter space besok malam dengan narsum komisi iii dpr ri dan pengacara keluarga korban mahasiswa ui yg ditabrak dan dijadikan tersangka oleh polisi terimakasih,etika,negative
Tue Jan 31 14:00:07 +0000 2023,2,Anggota Komisi III DPR Habiburokhman mendesak pencabutan status tersangka mahasiswa UI yang tewas ditabrak pensiunan polisi. #newsupdate #update #news #NewsFlash https://t.co/HX8ikH0soi,anggota komisi iii dpr habiburokhman mendesak pencabutan status tersangka mahasiswa ui yang tewas ditabrak pensiunan polisi. #newsupdate #update #news #newsflash,etika,negative
Tue Jan 31 14:54:09 +0000 2023,2,Pak polisi #newwiee #มณีพยาบาทEP3 https://t.co/0MRwHHwXPO,pak polisi #newwiee #mniiphyaabaathep,lainnya,neutral
Tue Jan 31 15:51:32 +0000 2023,2,Sosok perempuan penumpang mobil Audi A6 yang menabrak mahasiswi Universitas Suryakancana Selvi Amalia Nuraeni hingga tewas ternyata selingkuhan perwira polisi berinisial Kompol D. https://t.co/6vjcBZsLQk,sosok perempuan penumpang mobil audi a yang menabrak mahasiswi universitas suryakancana selvi amalia nuraeni hingga tewas ternyata selingkuhan perwira polisi berinisial kompol d.,etika,negative
Tue Jan 31 15:51:52 +0000 2023,2,Jangan tanya del polisi jaman now.Mereka yang atur dan punya hukum dan banyak hal.,jangan tanya del polisi jaman now.mereka yang atur dan punya hukum dan banyak hal.,etika,neutral
Tue Jan 31 15:53:06 +0000 2023,2,Simak Yuk Sobat Polri Himbauan Kapolsek Metro Menteng Antisipasi Penculikan Anak #poldametrojaya #Kapoldametrojaya #Kapolresjakartapusat #ditbinmas.pmj #Polresmetrojakartapusat #HumasPolresJakpus #Humaspoldametrojaya #halo_polisi #ini_polisi #sahabatpolisi_indonesia https://t.co/z3J2lebPzC,simak yuk sobat polri himbauan kapolsek metro menteng antisipasi penculikan anak #poldametrojaya #kapoldametrojaya #kapolresjakartapusat #ditbinmas.pmj #polresmetrojakartapusat #humaspolresjakpus #humaspoldametrojaya #halo_polisi #ini_polisi #sahabatpolisi_indonesia,kinerja,neutral
Tue Jan 31 16:18:07 +0000 2023,2,@AndalusiaLeo @CCICPolri @DivHumas_Polri @mawarpu39584641 @KaredokLeunca__ Karena tidak ada keterlibatan KEBAYA (merah atau hijau) maka hal ini jelas diluar kewenangan Polisi .......,@andalusialeo @ccicpolri @divhumas_polri @mawarpu @karedokleunca__ karena tidak ada keterlibatan kebaya (merah atau hijau) maka hal ini jelas diluar kewenangan polisi .......,lainnya,neutral
Tue Jan 31 16:21:22 +0000 2023,2,padahal netijen udah coba buat nyalahin polisi doang karena pake gas air mata eh supporternya malah membuka kebodohannya..,padahal netijen udah coba buat nyalahin polisi doang karena pake gas air mata eh supporternya malah membuka kebodohannya..,citra,negative
Tue Jan 31 16:47:55 +0000 2023,2,@Tan_Mar3M @Dennysiregar7 jd.....polisi baik yg ad di film RAYAP RAYAP SAMPAH itu hny lipservis!? https://t.co/d8lOcLkIEW https://t.co/lHQ4K1nqpv,@tan_marm @dennysiregar jd.....polisi baik yg ad di film rayap rayap sampah itu hny lipservis!?,etika,negative
Tue Jan 31 20:47:38 +0000 2023,2,@atipsthahir Namanya juga manusia saya juga pernah di mintai dana oleh ocnum polisi terus saya sampaikan atasannya sambil memperkenalkan gelar saya untuk tetap melanjutkan perkara itu Alhamdulillah ala kulli hal si ocnum itu besok nya udah nga nongol kayanya di pindah tugas ..!?!,@atipsthahir namanya juga manusia saya juga pernah di mintai dana oleh ocnum polisi terus saya sampaikan atasannya sambil memperkenalkan gelar saya untuk tetap melanjutkan perkara itu alhamdulillah ala kulli hal si ocnum itu besok nya udah nga nongol kayanya di pindah tugas ..!?!,etika,negative
Tue Jan 31 22:00:26 +0000 2023,2,Nam Joo Hyuk Wajib Militer Sebagai Polisi Militer https://t.co/BC1virrIOh,nam joo hyuk wajib militer sebagai polisi militer,lainnya,neutral
Tue Jan 31 22:49:53 +0000 2023,2,@democrazymedia Ada yg suka membidah-bidah kan. Ada yg suka mengkafir-kafirkan. Ada yg suka bubarin pengajian. Yg paling lucu suka laporin ke yg gak pas tmpt nya. Pak polisi suruh buka kitab ya mumet mereka. Ajak baik² sowan silaturahmi pahami knpa dia bilang gitu tnya apa dasarnya? Kocak!,@democrazymedia ada yg suka membidah-bidah kan. ada yg suka mengkafir-kafirkan. ada yg suka bubarin pengajian. yg paling lucu suka laporin ke yg gak pas tmpt nya. pak polisi suruh buka kitab ya mumet mereka. ajak baik2 sowan silaturahmi pahami knpa dia bilang gitu tnya apa dasarnya? kocak!,lainnya,neutral
Tue Jan 31 23:02:54 +0000 2023,2,@hipohan Kalo organisasinya di hina langsung ngamuk lapor polisi,@hipohan kalo organisasinya di hina langsung ngamuk lapor polisi,etika,neutral
Tue Jan 31 23:17:24 +0000 2023,2,@detikcom Polda metro/Kapolda lagi buat susah ini kasus...?Padahal mudah banget dan jelas ada yg ditutupi dan dilindungi?copot dlu Dirlantas nya karena itu biang keroknya!ngapain maksa damai klu ga ada borok didalamnya?Jijik polisi beginian.!!!,@detikcom polda metro/kapolda lagi buat susah ini kasus...?padahal mudah banget dan jelas ada yg ditutupi dan dilindungi?copot dlu dirlantas nya karena itu biang keroknya!ngapain maksa damai klu ga ada borok didalamnya?jijik polisi beginian.!!!,citra,negative
Tue Jan 31 23:19:20 +0000 2023,2,@miaaaauw12 Ini jg gak mungkin Dia gak tau apa2 kecuali ditanyain krn nelpon polisi,@miaaaauw ini jg gak mungkin dia gak tau apa kecuali ditanyain krn nelpon polisi,etika,neutral
Mon Mar 31 01:06:29 +0000 2025,2,Di tengah ketenangan Nyepi semangat pelayanan polri tetap menyala. Polisi Pariwisata Polres Buleleng hadir sebagai bukti nyata bahwa Polri peduli Polri untuk masyarakat. Saat warga yang sedang sakit membutuhkan pertolongan petugas dengan sigap segera turun tangan. https://t.co/9X4rF0Kvdb,di tengah ketenangan nyepi semangat pelayanan polri tetap menyala. polisi pariwisata polres buleleng hadir sebagai bukti nyata bahwa polri peduli polri untuk masyarakat. saat warga yang sedang sakit membutuhkan pertolongan petugas dengan sigap segera turun tangan.,kinerja,positive
Mon Mar 31 00:09:05 +0000 2025,2,Selamat Hari Raya Idul Fitri 1446 Hijriah Minal Aidin Wal Faidzin Mohon Maaf Lahir Batin @divisihumaspolri @polripresisi @mabespolrinews @ini_polisi @polisi_indonesia @halo_polisi @ssdm_polri @listyosigitprabowo ©️ Tim Produksi Humas Korps Brimob Polri https://t.co/dc99DrZhn4,selamat hari raya idul fitri hijriah minal aidin wal faidzin mohon maaf lahir batin @divisihumaspolri @polripresisi @mabespolrinews @ini_polisi @polisi_indonesia @halo_polisi @ssdm_polri @listyosigitprabowo (c) tim produksi humas korps brimob polri,citra,positive
Mon Mar 31 00:06:04 +0000 2025,2,Himbauan kepada masyarakat yang akan melaksanakan mudik tahun 2025 Bila ada permasalahan dan butuh bantuan Polisi silahkan hubungi : Call Center : 110 NO BANTUAN POLISI WA :081370002110 KAMI SIAP MELAYANI 24 JAM #musisatu #kapoldasumsel #humaspoldasumsel #poldasumsel https://t.co/PmNHJGv8IV,himbauan kepada masyarakat yang akan melaksanakan mudik tahun bila ada permasalahan dan butuh bantuan polisi silahkan hubungi : call center : no bantuan polisi wa : kami siap melayani jam #musisatu #kapoldasumsel #humaspoldasumsel #poldasumsel,kinerja,neutral
